N8N-CASE-0001	n8n_webhook_ip_substring_bypass	519f9455475f8355b9518187b41e133b53bb6c0b	n8n_webhook_ip_substring_bypass.diff
N8N-CASE-0002	n8n_webhook_ip_cidr_fixed	6ae4999ef99310d39c43cde611966875787b331b	n8n_webhook_ip_cidr_fixed.diff
N8N-CASE-0003	n8n_loadoptions_ssrf_exprbypass	56f36a6d1961d95780fb8258e8876d7d512503c2	n8n_loadoptions_ssrf_exprbypass.diff
N8N-CASE-0004	n8n_loadoptions_ssrf_fixed	62f17921fb441d33825b7c2b7fdc326599343dc3	n8n_loadoptions_ssrf_fixed.diff
N8N-CASE-0005	n8n_expr_isolate_missing_callsites	dc52bbd5329a27245a5fe2a1da45d9e8efe6a549	n8n_expr_isolate_missing_callsites.diff
